# Bundled web apps, one per line: name, URL, icon URL (PNG or SVG), tab-separated.
# webapp.sh sync converges ~/.local/share/applications on this list; entries
# installed with `blankweave webapp install` are left alone.
WhatsApp	https://web.whatsapp.com/	https://cdn.jsdelivr.net/gh/homarr-labs/dashboard-icons/png/whatsapp.png
Google Messages	https://messages.google.com/web/	https://cdn.jsdelivr.net/gh/homarr-labs/dashboard-icons/png/google-messages.png
YouTube	https://youtube.com/	https://cdn.jsdelivr.net/gh/homarr-labs/dashboard-icons/png/youtube.png
ChatGPT	https://chatgpt.com/	https://cdn.jsdelivr.net/gh/homarr-labs/dashboard-icons/png/chatgpt.png
GitHub	https://github.com/	https://cdn.jsdelivr.net/gh/homarr-labs/dashboard-icons/png/github-light.png
Figma	https://figma.com/	https://cdn.jsdelivr.net/gh/homarr-labs/dashboard-icons/png/figma.png
